,Carrier Code,Origin Airport,Scheduled Elapsed Time (Minutes),Arrival Delay (Minutes),scheduled_arrival_time,pres_x,rh_x,vis_x,scheduled_departure_time,dewpt_y,rh_y,vis_y,weather.code_y,arrival_status,scheduled_departure_hour,app_temp_diff,dewpt_diff,temp_diff,weather.code_diff,carrier_9E,carrier_B6,airport_JFK,airport_MCO,dep_time_day_prop,time_of_day_Late Morning
1799,OO,ORD,114,-20,2021-01-20 21:39:00,1001,85,14,2021-01-20 19:45:00,-5.8,68,16,802,early,19,-4.6000000000000005,-3.3,-6.4,2,0,0,0,0,0.8229166666666666,0
1800,B6,JFK,66,-18,2021-01-21 10:36:00,986,59,16,2021-01-21 09:30:00,-8.9,50,16,804,early,9,0.09999999999999964,1.9000000000000004,-0.3,0,0,1,1,0,0.3958333333333333,1
1801,9E,JFK,78,-17,2021-01-21 21:17:00,984,62,15,2021-01-21 19:59:00,-4.2,69,16,801,early,19,-0.20000000000000018,0.8000000000000003,2.3000000000000003,-201,1,0,1,0,0.8326388888888889,0
1802,OO,ORD,114,-17,2021-01-21 21:39:00,984,63,16,2021-01-21 19:45:00,-5.1,63,16,802,early,19,3.3,1.6999999999999997,1.7999999999999998,2,0,0,0,0,0.8229166666666666,0
1803,B6,MCO,153,9,2021-01-21 21:43:00,984,63,16,2021-01-21 19:10:00,8.0,48,16,804,late,19,-20.2,-11.4,-16.400000000000002,0,0,1,0,1,0.7986111111111112,0
1804,9E,JFK,78,-8,2021-01-22 21:17:00,997,84,2,2021-01-22 19:59:00,-5.9,48,16,804,early,19,-8.8,0.3000000000000007,-7.3999999999999995,-83,1,0,1,0,0.8326388888888889,0
1805,OO,ORD,114,-9,2021-01-22 21:39:00,997,85,2,2021-01-22 19:45:00,-17.9,50,16,800,early,19,3.0,11.799999999999999,5.4,-79,0,0,0,0,0.8229166666666666,0
1806,B6,MCO,153,13,2021-01-22 21:43:00,997,85,2,2021-01-22 19:10:00,13.8,60,16,804,late,19,-33.6,-19.9,-25.9,-83,0,1,0,1,0.7986111111111112,0
1807,9E,JFK,78,-13,2021-01-23 21:17:00,1009,74,16,2021-01-23 19:59:00,-15.7,37,16,800,early,19,-2.3000000000000007,3.0,-5.800000000000001,2,1,0,1,0,0.8326388888888889,0
1808,OO,ORD,114,-24,2021-01-23 21:39:00,1009,69,16,2021-01-23 19:45:00,-10.0,53,16,804,early,19,-8.1,-3.5,-7.2,0,0,0,0,0,0.8229166666666666,0
1809,B6,MCO,153,-10,2021-01-23 21:43:00,1009,69,16,2021-01-23 19:10:00,13.6,88,16,804,early,19,-28.799999999999997,-27.1,-24.5,0,0,1,0,1,0.7986111111111112,0
1810,B6,JFK,66,19,2021-01-24 10:36:00,1011,66,15,2021-01-24 09:30:00,-16.4,35,16,802,late,9,-4.300000000000001,1.5999999999999979,-6.3999999999999995,1,0,1,1,0,0.3958333333333333,1
1811,9E,JFK,78,-6,2021-01-24 21:17:00,1007,73,16,2021-01-24 19:59:00,-14.4,36,16,804,early,19,-3.799999999999999,2.0999999999999996,-7.000000000000001,0,1,0,1,0,0.8326388888888889,0
1812,OO,ORD,114,-25,2021-01-24 21:39:00,1006,73,16,2021-01-24 19:45:00,-3.9,75,16,804,early,19,-9.4,-8.4,-8.3,0,0,0,0,0,0.8229166666666666,0
1813,B6,MCO,153,62,2021-01-24 21:43:00,1006,73,16,2021-01-24 19:10:00,17.8,82,16,804,late,19,-33.3,-30.1,-29.3,0,0,1,0,1,0.7986111111111112,0
1814,F9,MCO,160,-1,2021-01-25 14:59:00,1003,49,16,2021-01-25 12:19:00,18.6,65,16,804,ontime,12,-25.5,-28.6,-26.3,0,0,0,0,1,0.5131944444444444,0
1815,B6,MCO,153,1,2021-01-25 21:43:00,1003,67,16,2021-01-25 19:10:00,18.0,77,16,804,ontime,19,-31.7,-28.6,-27.700000000000003,0,0,1,0,1,0.7986111111111112,0
1816,OO,ORD,114,26,2021-01-26 21:39:00,993,84,10,2021-01-26 19:45:00,-5.7,77,16,804,late,19,1.3000000000000007,0.6000000000000005,-0.5999999999999996,0,0,0,0,0,0.8229166666666666,0
1817,9E,JFK,78,-18,2021-01-27 21:17:00,1006,73,14,2021-01-27 19:59:00,-5.8,58,16,804,early,19,-5.3999999999999995,-1.7999999999999998,-5.0,0,1,0,1,0,0.8326388888888889,0
1818,OO,ORD,114,-26,2021-01-27 21:39:00,1006,72,14,2021-01-27 19:45:00,-12.8,64,16,804,early,19,3.8999999999999986,4.800000000000001,3.4000000000000004,0,0,0,0,0,0.8229166666666666,0
1819,B6,JFK,66,-12,2021-01-28 10:36:00,1009,71,7,2021-01-28 09:30:00,-9.6,51,16,804,early,9,-8.1,-2.5999999999999996,-7.2,0,0,1,1,0,0.3958333333333333,1
1820,9E,JFK,78,1,2021-01-28 21:17:00,1008,62,14,2021-01-28 19:59:00,-17.1,37,16,800,ontime,19,-3.400000000000002,2.8000000000000007,-3.6000000000000005,4,1,0,1,0,0.8326388888888889,0
1821,OO,ORD,114,-14,2021-01-28 21:39:00,1007,63,14,2021-01-28 19:45:00,-14.4,54,16,800,early,19,-5.9,0.3000000000000007,-1.6000000000000005,4,0,0,0,0,0.8229166666666666,0
1822,B6,MCO,153,8,2021-01-28 21:43:00,1007,63,14,2021-01-28 19:10:00,5.4,67,16,804,late,19,-27.6,-19.5,-19.6,0,0,1,0,1,0.7986111111111112,0
1823,F9,MCO,160,11,2021-01-29 19:13:00,1010,73,15,2021-01-29 16:33:00,3.0,36,16,802,late,16,-28.3,-16.9,-28.3,2,0,0,0,1,0.6895833333333333,0
1824,9E,JFK,78,0,2021-01-29 21:17:00,1010,75,10,2021-01-29 19:59:00,-17.2,43,16,801,ontime,19,0.9000000000000004,3.0,-3.8999999999999995,3,1,0,1,0,0.8326388888888889,0
1825,OO,ORD,114,-19,2021-01-29 21:39:00,1010,74,13,2021-01-29 19:45:00,-7.8,63,16,804,early,19,-8.6,-6.500000000000001,-8.9,0,0,0,0,0,0.8229166666666666,0
1826,B6,MCO,153,47,2021-01-29 21:43:00,1010,74,13,2021-01-29 19:10:00,7.5,69,16,800,late,19,-27.7,-21.8,-23.6,4,0,1,0,1,0.7986111111111112,0
1827,F9,MCO,159,22,2021-01-30 14:58:00,1011,62,16,2021-01-30 12:19:00,7.4,46,16,804,late,12,-30.5,-19.1,-24.9,0,0,0,0,1,0.5131944444444444,0
1828,9E,JFK,78,-17,2021-01-30 21:17:00,1011,79,16,2021-01-30 19:59:00,-14.2,38,16,802,early,19,-0.2999999999999998,3.799999999999999,-5.5,2,1,0,1,0,0.8326388888888889,0
1829,OO,ORD,114,16,2021-01-30 21:39:00,1011,77,16,2021-01-30 19:45:00,-2.8,88,3,600,late,19,-2.9000000000000004,-8.2,-6.6,204,0,0,0,0,0.8229166666666666,0
1830,B6,MCO,153,-5,2021-01-30 21:43:00,1011,77,16,2021-01-30 19:10:00,10.6,64,16,804,ontime,19,-28.8,-21.6,-25.2,0,0,1,0,1,0.7986111111111112,0
1831,B6,JFK,66,15,2021-01-31 10:36:00,1010,73,16,2021-01-31 09:30:00,-12.2,62,16,804,late,9,-5.199999999999999,-3.1000000000000014,-5.300000000000001,0,0,1,1,0,0.3958333333333333,1
1832,9E,JFK,78,59,2021-01-31 21:17:00,1006,58,16,2021-01-31 19:59:00,-9.2,74,4,600,late,19,-0.9000000000000004,-5.9,-3.000000000000001,204,1,0,1,0,0.8326388888888889,0
1833,OO,ORD,114,106,2021-01-31 21:39:00,1005,58,16,2021-01-31 19:45:00,-2.2,85,4,600,late,19,-7.5,-12.899999999999999,-8.3,204,0,0,0,0,0.8229166666666666,0
1834,B6,MCO,153,12,2021-01-31 21:43:00,1005,58,16,2021-01-31 19:10:00,14.5,64,16,802,late,19,-35.3,-29.6,-29.900000000000002,2,0,1,0,1,0.7986111111111112,0
1835,F9,MCO,160,-15,2021-02-01 14:59:00,1000,48,16,2021-02-01 12:19:00,8.5,61,16,804,early,12,-22.2,-20.2,-18.2,0,0,0,0,1,0.5131944444444444,0
1836,OO,ORD,114,-14,2021-02-01 21:39:00,999,64,16,2021-02-01 19:45:00,-10.8,54,16,802,early,19,-2.4000000000000004,-1.5,-3.9000000000000004,2,0,0,0,0,0.8229166666666666,0
1837,B6,MCO,153,23,2021-02-01 21:43:00,999,64,16,2021-02-01 19:10:00,1.4,58,16,804,late,19,-20.200000000000003,-13.700000000000001,-16.0,0,0,1,0,1,0.7986111111111112,0
1838,OO,ORD,114,5,2021-02-02 21:39:00,987,84,3,2021-02-02 19:45:00,-6.2,71,16,804,ontime,19,0.5999999999999996,1.1000000000000005,-1.0999999999999999,-204,0,0,0,0,0.8229166666666666,0
1839,9E,JFK,78,-8,2021-02-03 21:17:00,991,60,16,2021-02-03 19:59:00,-6.1,59,16,804,early,19,1.2000000000000002,-0.5,-0.7,0,1,0,1,0,0.8326388888888889,0
1840,OO,ORD,114,-12,2021-02-03 21:39:00,991,51,16,2021-02-03 19:45:00,-6.8,68,16,804,early,19,2.5000000000000004,-1.2999999999999998,2.5,0,0,0,0,0,0.8229166666666666,0
1841,B6,JFK,66,-11,2021-02-04 10:36:00,998,67,16,2021-02-04 09:30:00,-6.7,54,16,802,early,9,-2.2,-0.5,-3.5,0,0,1,1,0,0.3958333333333333,1
1842,9E,JFK,78,-24,2021-02-04 21:17:00,994,78,16,2021-02-04 19:59:00,-3.5,76,16,802,early,19,-4.3999999999999995,-4.3,-4.8,1,1,0,1,0,0.8326388888888889,0
1843,OO,ORD,114,13,2021-02-04 21:39:00,993,79,16,2021-02-04 19:45:00,-1.1,85,4,600,late,19,-5.4,-6.800000000000001,-5.9,203,0,0,0,0,0.8229166666666666,0
1844,B6,MCO,153,5,2021-02-04 21:43:00,993,79,16,2021-02-04 19:10:00,0.2,37,16,804,ontime,19,-24.1,-8.1,-19.6,-1,0,1,0,1,0.7986111111111112,0
1845,F9,MCO,160,-12,2021-02-05 19:13:00,988,76,16,2021-02-05 16:33:00,11.5,42,16,802,early,16,-28.8,-15.8,-25.900000000000002,-179,0,0,0,1,0.6895833333333333,0
1846,9E,JFK,78,-10,2021-02-05 21:17:00,990,65,14,2021-02-05 19:59:00,0.0,78,16,804,early,19,-8.2,-7.5,-5.3,0,1,0,1,0,0.8326388888888889,0
1847,OO,ORD,114,20,2021-02-05 21:39:00,991,65,14,2021-02-05 19:45:00,-16.7,66,16,802,late,19,13.900000000000002,9.0,9.6,2,0,0,0,0,0.8229166666666666,0
1848,B6,MCO,153,-20,2021-02-05 21:43:00,991,65,14,2021-02-05 19:10:00,11.2,51,16,804,early,19,-29.099999999999998,-18.9,-23.900000000000002,0,0,1,0,1,0.7986111111111112,0
1849,F9,MCO,159,-30,2021-02-06 14:38:00,1000,40,16,2021-02-06 11:59:00,16.6,78,16,804,early,11,-29.700000000000003,-30.1,-22.3,-1,0,0,0,1,0.49930555555555556,0
1850,9E,JFK,78,-36,2021-02-06 21:17:00,1005,57,16,2021-02-06 19:59:00,-3.1,68,16,804,early,19,-9.9,-12.1,-10.399999999999999,-4,1,0,1,0,0.8326388888888889,0
1851,OO,ORD,114,52,2021-02-06 21:39:00,1005,59,16,2021-02-06 19:45:00,-16.1,76,6,600,late,19,8.000000000000002,0.6000000000000014,3.8000000000000007,200,0,0,0,0,0.8229166666666666,0
1852,B6,MCO,153,-8,2021-02-06 21:43:00,1005,59,16,2021-02-06 19:10:00,18.9,97,16,500,early,19,-31.5,-34.4,-28.4,300,0,1,0,1,0.7986111111111112,0
1853,B6,JFK,66,36,2021-02-07 10:36:00,998,59,16,2021-02-07 09:30:00,-1.8,84,1,600,late,9,-6.5,-11.299999999999999,-7.0,23,0,1,1,0,0.3958333333333333,1
1854,9E,JFK,78,90,2021-02-07 21:17:00,1004,51,16,2021-02-07 19:59:00,-3.2,78,16,804,late,19,-13.5,-14.2,-9.299999999999999,-1,1,0,1,0,0.8326388888888889,0
1855,OO,ORD,114,23,2021-02-07 21:39:00,1005,52,16,2021-02-07 19:45:00,-24.0,58,16,804,late,19,4.800000000000001,6.300000000000001,8.100000000000001,-1,0,0,0,0,0.8229166666666666,0
1856,B6,MCO,153,-12,2021-02-07 21:43:00,1005,52,16,2021-02-07 19:10:00,15.1,81,16,804,early,19,-38.0,-32.8,-28.2,-1,0,1,0,1,0.7986111111111112,0
1857,F9,MCO,161,-2,2021-02-08 15:00:00,1012,43,16,2021-02-08 12:19:00,16.7,74,16,804,ontime,12,-31.799999999999997,-32.3,-26.6,-2,0,0,0,1,0.5131944444444444,0
1858,OO,ORD,114,27,2021-02-08 21:39:00,1012,53,16,2021-02-08 19:45:00,-15.0,78,3,804,late,19,5.5,-0.9000000000000004,3.9000000000000004,0,0,0,0,0,0.8229166666666666,0
1859,B6,MCO,153,-4,2021-02-08 21:43:00,1012,53,16,2021-02-08 19:10:00,18.7,89,16,804,ontime,19,-33.5,-34.6,-28.700000000000003,0,0,1,0,1,0.7986111111111112,0
1860,OO,ORD,114,-18,2021-02-09 21:39:00,1009,84,12,2021-02-09 19:45:00,-20.1,54,16,802,early,19,10.100000000000001,12.8,7.800000000000001,2,0,0,0,0,0.8229166666666666,0
1861,9E,JFK,78,-21,2021-02-10 21:17:00,1010,52,16,2021-02-10 19:59:00,-6.8,60,16,804,early,19,-5.499999999999999,-8.100000000000001,-6.7,0,1,0,1,0,0.8326388888888889,0
1862,F9,MCO,159,34,2021-02-11 16:45:00,1012,62,16,2021-02-11 14:06:00,15.8,48,16,803,late,14,-40.3,-27.5,-33.4,1,0,0,0,1,0.5875,0
1863,9E,JFK,78,-12,2021-02-11 21:17:00,1013,74,16,2021-02-11 19:59:00,-9.8,52,16,804,early,19,-10.200000000000001,-4.799999999999999,-9.6,-1,1,0,1,0,0.8326388888888889,0
1864,B6,JFK,64,10,2021-02-11 22:04:00,1013,76,16,2021-02-11 21:00:00,-11.3,48,16,804,late,21,-10.1,-3.799999999999999,-9.899999999999999,-1,0,1,1,0,0.875,0
1865,B6,MCO,156,11,2021-02-11 23:16:00,1013,75,16,2021-02-11 20:40:00,19.0,83,16,804,late,20,-37.3,-35.9,-35.5,-1,0,1,0,1,0.8611111111111112,0
1866,F9,MCO,159,6,2021-02-12 14:48:00,1012,41,16,2021-02-12 12:09:00,19.1,69,16,500,late,12,-34.8,-39.1,-34.400000000000006,304,0,0,0,1,0.50625,0
1867,F9,MCO,159,-4,2021-02-12 17:18:00,1012,35,16,2021-02-12 14:39:00,18.1,56,16,804,ontime,14,-38.900000000000006,-39.3,-36.2,-1,0,0,0,1,0.6104166666666667,0
1868,9E,JFK,78,-3,2021-02-12 21:17:00,1013,55,16,2021-02-12 19:59:00,-13.8,39,16,804,ontime,19,-9.3,-5.699999999999999,-10.700000000000001,-2,1,0,1,0,0.8326388888888889,0
1869,B6,JFK,64,-10,2021-02-12 22:04:00,1013,62,16,2021-02-12 21:00:00,-13.5,40,16,804,early,21,-14.099999999999998,-6.5,-12.700000000000001,-2,0,1,1,0,0.875,0
1870,B6,MCO,156,-21,2021-02-12 23:16:00,1014,60,16,2021-02-12 20:40:00,19.3,83,16,804,early,20,-40.8,-38.6,-35.599999999999994,-1,0,1,0,1,0.8611111111111112,0
1871,F9,MCO,159,11,2021-02-13 14:38:00,1010,32,16,2021-02-13 11:59:00,21.1,90,16,804,late,11,-32.5,-40.8,-28.5,0,0,0,0,1,0.49930555555555556,0
1872,9E,JFK,78,4,2021-02-13 21:17:00,1006,52,16,2021-02-13 19:59:00,-9.9,55,16,601,ontime,19,-1.5999999999999996,-5.0,-4.6,203,1,0,1,0,0.8326388888888889,0
1873,B6,MCO,156,-14,2021-02-13 23:16:00,1005,50,16,2021-02-13 20:40:00,19.1,87,16,803,early,20,-31.9,-33.3,-26.799999999999997,1,0,1,0,1,0.8611111111111112,0
1874,F9,MCO,159,16,2021-02-14 17:19:00,1011,72,12,2021-02-14 14:40:00,19.6,55,16,500,late,14,-34.9,-27.900000000000002,-33.6,304,0,0,0,1,0.6111111111111112,0
1875,9E,JFK,78,-18,2021-02-14 21:17:00,1011,84,16,2021-02-14 19:59:00,-3.4,69,16,804,early,19,-5.3,-5.0,-7.8,0,1,0,1,0,0.8326388888888889,0
1876,B6,JFK,64,-21,2021-02-14 22:04:00,1011,84,16,2021-02-14 21:00:00,-3.6,68,16,804,early,21,-6.3999999999999995,-4.800000000000001,-7.8,0,0,1,1,0,0.875,0
1877,B6,MCO,156,23,2021-02-14 23:16:00,1010,87,16,2021-02-14 20:40:00,18.4,84,16,803,late,20,-28.200000000000003,-26.299999999999997,-27.4,1,0,1,0,1,0.8611111111111112,0
1878,F9,MCO,159,-21,2021-02-15 14:48:00,1007,73,16,2021-02-15 12:09:00,21.2,69,16,803,early,12,-32.6,-28.299999999999997,-30.299999999999997,1,0,0,0,1,0.50625,0
1879,F9,MCO,159,-23,2021-02-15 17:18:00,1007,68,16,2021-02-15 14:39:00,17.8,49,16,804,early,14,-36.3,-25.8,-32.6,0,0,0,0,1,0.6104166666666667,0
1880,B6,JFK,64,-12,2021-02-15 22:04:00,1002,74,8,2021-02-15 21:00:00,-0.7,88,10,804,early,21,-2.9000000000000004,-7.1,-5.0,-204,0,1,1,0,0.875,0
1881,B6,MCO,156,101,2021-02-15 23:16:00,999,85,1,2021-02-15 20:40:00,20.0,73,16,802,late,20,-34.7,-26.5,-29.5,-200,0,1,0,1,0.8611111111111112,0
1882,B6,MCO,156,-13,2021-02-16 23:16:00,1001,71,12,2021-02-16 20:40:00,9.3,55,16,804,early,20,-32.5,-20.5,-25.2,0,0,1,0,1,0.8611111111111112,0
1883,F9,MCO,159,-8,2021-02-17 17:18:00,1015,51,16,2021-02-17 14:39:00,16.6,84,16,804,early,14,-26.0,-30.0,-24.2,0,0,0,0,1,0.6104166666666667,0
1884,9E,JFK,78,-16,2021-02-17 21:17:00,1016,60,16,2021-02-17 19:59:00,-14.4,36,16,803,early,19,-7.1000000000000005,1.3000000000000007,-5.4,1,1,0,1,0,0.8326388888888889,0
1885,B6,MCO,156,-1,2021-02-17 23:16:00,1016,62,16,2021-02-17 20:40:00,15.4,89,16,804,ontime,20,-27.5,-28.3,-24.0,0,0,1,0,1,0.8611111111111112,0
1886,B6,JFK,64,56,2021-02-18 22:04:00,1010,71,16,2021-02-18 21:00:00,-4.1,86,10,804,late,21,-1.6999999999999993,-5.300000000000001,-3.0,0,0,1,1,0,0.875,0
1887,B6,MCO,156,268,2021-02-18 23:16:00,1009,72,15,2021-02-18 20:40:00,17.6,66,16,804,late,20,-33.7,-27.0,-29.5,0,0,1,0,1,0.8611111111111112,0
1888,F9,MCO,159,31,2021-02-19 17:18:00,1003,71,14,2021-02-19 14:39:00,19.4,74,16,804,late,14,-27.2,-25.099999999999998,-25.400000000000002,0,0,0,0,1,0.6104166666666667,0
1889,9E,JFK,78,67,2021-02-19 21:17:00,1004,84,3,2021-02-19 19:59:00,-1.8,89,8,600,late,19,-1.7999999999999998,-2.7,-2.0,204,1,0,1,0,0.8326388888888889,0
1890,B6,JFK,64,30,2021-02-19 22:04:00,1004,84,4,2021-02-19 21:00:00,-1.9,87,16,804,late,21,-3.0999999999999996,-2.6,-2.2,0,0,1,1,0,0.875,0
1891,B6,MCO,156,90,2021-02-19 23:16:00,1004,84,3,2021-02-19 20:40:00,12.9,93,16,804,late,20,-21.7,-18.3,-17.0,0,0,1,0,1,0.8611111111111112,0
1892,F9,MCO,159,-2,2021-02-20 14:38:00,1005,50,16,2021-02-20 11:59:00,7.5,53,16,802,ontime,11,-26.5,-19.2,-20.0,2,0,0,0,1,0.49930555555555556,0
1893,9E,JFK,78,-9,2021-02-20 21:17:00,1009,81,12,2021-02-20 19:59:00,-9.8,50,16,803,early,19,-2.9000000000000004,2.200000000000001,-4.1,1,1,0,1,0,0.8326388888888889,0
1894,B6,MCO,156,45,2021-02-20 23:16:00,1011,81,6,2021-02-20 20:40:00,6.4,74,16,800,late,20,-21.0,-13.8,-15.600000000000001,4,0,1,0,1,0.8611111111111112,0
1895,9E,JFK,78,1,2021-02-21 21:17:00,1012,56,16,2021-02-21 19:59:00,-7.9,62,16,802,ontime,19,-2.500000000000001,-4.9,-3.8000000000000003,0,1,0,1,0,0.8326388888888889,0
1896,B6,JFK,64,-17,2021-02-21 22:04:00,1011,57,16,2021-02-21 21:00:00,-7.6,61,16,802,early,21,-3.5,-4.6,-3.9,1,0,1,1,0,0.875,0
1897,B6,MCO,156,-7,2021-02-21 23:16:00,1010,58,16,2021-02-21 20:40:00,11.3,77,16,802,early,20,-24.3,-22.4,-19.4,2,0,1,0,1,0.8611111111111112,0
1898,F9,MCO,159,1,2021-02-22 17:18:00,988,68,14,2021-02-22 14:39:00,15.8,51,16,803,ontime,14,-29.1,-18.400000000000002,-24.2,1,0,0,0,1,0.6104166666666667,0
1899,B6,JFK,64,1,2021-02-22 22:04:00,990,75,14,2021-02-22 21:00:00,-0.1,85,16,804,ontime,21,-1.8000000000000003,-2.1,-0.5000000000000002,0,0,1,1,0,0.875,0
1900,B6,MCO,156,-12,2021-02-22 23:16:00,990,72,14,2021-02-22 20:40:00,18.3,86,16,804,early,20,-25.3,-21.1,-19.0,0,0,1,0,1,0.8611111111111112,0
1901,B6,MCO,158,0,2021-02-23 23:23:00,996,74,16,2021-02-23 20:45:00,11.0,73,16,800,ontime,20,-17.0,-12.1,-12.9,4,0,1,0,1,0.8645833333333334,0
1902,F9,MCO,159,-3,2021-02-24 17:18:00,986,41,16,2021-02-24 14:39:00,13.5,45,16,802,ontime,14,-16.1,-16.0,-16.2,2,0,0,0,1,0.6104166666666667,0
1903,9E,JFK,78,38,2021-02-24 21:17:00,989,61,16,2021-02-24 19:59:00,2.8,80,16,804,late,19,0.3999999999999999,-3.0999999999999996,0.7000000000000002,0,1,0,1,0,0.8326388888888889,0
1904,B6,MCO,158,-2,2021-02-24 23:23:00,993,63,16,2021-02-24 20:45:00,16.5,77,16,803,ontime,20,-22.799999999999997,-18.5,-16.299999999999997,1,0,1,0,1,0.8645833333333334,0
1905,9E,JFK,78,-3,2021-02-25 21:17:00,1009,62,16,2021-02-25 19:59:00,-9.8,32,16,801,ontime,19,-8.6,1.200000000000001,-7.9,3,1,0,1,0,0.8326388888888889,0
1906,B6,JFK,67,-18,2021-02-25 22:07:00,1009,62,16,2021-02-25 21:00:00,-9.4,37,16,802,early,21,-8.0,0.40000000000000036,-6.699999999999999,1,0,1,1,0,0.875,0
1907,B6,MCO,158,35,2021-02-25 23:23:00,1009,65,16,2021-02-25 20:45:00,9.9,57,16,800,late,20,-25.4,-18.9,-21.900000000000002,3,0,1,0,1,0.8645833333333334,0
1908,F9,MCO,159,-13,2021-02-26 17:18:00,1013,45,16,2021-02-26 14:39:00,12.5,38,16,802,early,14,-25.7,-20.8,-25.8,2,0,0,0,1,0.6104166666666667,0
1909,9E,JFK,78,-18,2021-02-26 21:17:00,1010,60,16,2021-02-26 19:59:00,-2.6,66,16,804,early,19,-5.300000000000001,-5.800000000000001,-4.8,-1,1,0,1,0,0.8326388888888889,0
1910,B6,JFK,67,18,2021-02-26 22:07:00,1010,60,16,2021-02-26 21:00:00,-1.9,66,16,804,late,21,-5.1,-6.5,-5.6,-2,0,1,1,0,0.875,0
1911,B6,MCO,158,-8,2021-02-26 23:23:00,1008,56,16,2021-02-26 20:45:00,11.2,58,16,800,early,20,-25.4,-20.0,-20.8,2,0,1,0,1,0.8645833333333334,0
1912,F9,MCO,159,3,2021-02-27 14:38:00,998,66,16,2021-02-27 11:59:00,17.1,54,16,803,ontime,11,-20.2,-15.400000000000002,-19.5,1,0,0,0,1,0.49930555555555556,0
1913,9E,JFK,78,-21,2021-02-27 21:17:00,1008,76,16,2021-02-27 19:59:00,3.7,80,16,802,early,19,-4.1000000000000005,-5.0,-4.4,2,1,0,1,0,0.8326388888888889,0
1914,B6,MCO,158,-13,2021-02-27 23:23:00,1009,80,15,2021-02-27 20:45:00,20.3,85,16,802,early,20,-23.8,-22.8,-22.299999999999997,0,0,1,0,1,0.8645833333333334,0
1915,9E,JFK,78,-13,2021-02-28 21:17:00,994,75,16,2021-02-28 19:59:00,3.9,91,5,804,early,19,-0.19999999999999996,-2.7,0.0,0,1,0,1,0,0.8326388888888889,0
1916,B6,MCO,158,58,2021-02-28 23:23:00,991,73,16,2021-02-28 20:45:00,20.4,79,16,802,late,20,-22.7,-18.799999999999997,-18.200000000000003,2,0,1,0,1,0.8645833333333334,0
1917,F9,MCO,159,-4,2021-03-01 17:18:00,994,81,1,2021-03-01 14:39:00,18.4,49,16,804,ontime,14,-41.0,-23.4,-32.5,-83,0,0,0,1,0.6104166666666667,0
1918,B6,JFK,67,189,2021-03-01 22:07:00,1001,51,10,2021-03-01 21:00:00,-8.6,39,16,804,late,21,-15.4,-7.0,-11.3,0,0,1,1,0,0.875,0
1919,B6,MCO,158,162,2021-03-01 23:23:00,1002,48,16,2021-03-01 20:45:00,19.2,69,16,803,late,20,-44.599999999999994,-36.8,-33.9,1,0,1,0,1,0.8645833333333334,0
1920,9E,JFK,75,-13,2021-03-02 16:15:00,1006,48,16,2021-03-02 15:00:00,-17.2,24,16,802,early,15,-4.8,3.799999999999999,-5.1,1,1,0,1,0,0.625,0
1921,YX,JFK,79,-16,2021-03-02 22:18:00,1000,57,16,2021-03-02 20:59:00,-15.2,32,16,801,early,20,-4.9,2.3999999999999986,-5.1000000000000005,2,0,0,1,0,0.8743055555555556,0
1922,B6,MCO,158,-17,2021-03-02 23:23:00,999,59,16,2021-03-02 20:45:00,17.8,96,16,804,early,20,-28.299999999999997,-30.3,-24.2,0,0,1,0,1,0.8645833333333334,0
1923,9E,JFK,75,-12,2021-03-03 16:15:00,995,54,16,2021-03-03 15:00:00,-5.4,31,16,802,early,15,-8.6,2.2,-5.8,2,1,0,1,0,0.625,0
1924,F9,MCO,159,-7,2021-03-03 17:18:00,995,60,16,2021-03-03 14:39:00,12.7,51,16,802,early,14,-22.099999999999998,-15.6,-19.299999999999997,2,0,0,0,1,0.6104166666666667,0
1925,YX,JFK,79,-16,2021-03-03 22:18:00,996,72,16,2021-03-03 20:59:00,-3.5,45,16,804,early,20,-8.9,1.2000000000000002,-5.5,0,0,0,1,0,0.8743055555555556,0
1926,B6,MCO,158,-6,2021-03-03 23:23:00,996,74,15,2021-03-03 20:45:00,12.1,82,16,804,early,20,-16.6,-14.0,-12.899999999999999,0,0,1,0,1,0.8645833333333334,0
1927,9E,JFK,74,-11,2021-03-04 11:24:00,1000,55,14,2021-03-04 10:10:00,-5.8,43,16,804,early,10,-9.7,-4.8,-8.6,0,1,0,1,0,0.4236111111111111,1
1928,OO,ORD,108,-22,2021-03-04 16:08:00,1000,48,16,2021-03-04 14:20:00,-4.5,60,16,802,early,14,-7.4,-8.2,-5.8,1,0,0,0,0,0.5972222222222222,0
1929,9E,JFK,75,-12,2021-03-04 16:15:00,1000,48,16,2021-03-04 15:00:00,-9.9,30,16,803,early,15,-11.4,-2.799999999999999,-9.7,0,1,0,1,0,0.625,0
1930,OO,ORD,113,-5,2021-03-04 21:58:00,1001,41,16,2021-03-04 20:05:00,-6.3,66,16,801,ontime,20,-4.6000000000000005,-8.899999999999999,-3.2,3,0,0,0,0,0.8368055555555556,0
1931,B6,JFK,67,-16,2021-03-04 22:07:00,1001,41,16,2021-03-04 21:00:00,-16.1,29,16,800,early,21,-3.200000000000001,0.9000000000000021,-3.6,4,0,1,1,0,0.875,0
1932,YX,JFK,79,-16,2021-03-04 22:18:00,1001,41,16,2021-03-04 20:59:00,-16.1,29,16,800,early,20,-3.3000000000000007,0.8000000000000007,-3.7,4,0,0,1,0,0.8743055555555556,0
